Mozilla/5.0 (Android 13; Mobile; SM-T350; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; Nokia 1.4; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 7; Mobile; SM-A5108; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; ZTE N983; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 7; Mobile; SM-G360BT; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 12; Mobile; CPH1833; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 9; Mobile; vivo 2006; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; ZTE Blade L5; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; SM-G991U1; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; ASUS_A009; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 4; Mobile; SM-T378S; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 11; Mobile; SM-W2014; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; SM-J510K; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; SM-G960F; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; ZTE T809; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; Huawei; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 15; Mobile; RMX3301; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 4; Mobile; SM-T331; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; SM-G600F; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 8; Mobile; vivo 1951; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; SM-J100M; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; TECNO KI5m; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 5; Mobile; ZTE Blade L3; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; SM-F900W; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 5; Mobile; itel S13 Pro; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; TECNO BF7n; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; TECNO KA7; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; GT-I9001; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 9; Mobile; SM-A716B; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 9; Mobile; SM-J100FN; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI Y320-U351; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; TECNO PR651H; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; ZTE V969; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; SM-P615C; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 5; Mobile; GT-B5330; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; itel P681LM; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 10; Mobile; CPH1983; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; SM-G781U; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 10; Mobile; SM-P905V; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; RMX1807; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 12; Mobile; SM-P555M; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 10; Mobile; SM-N975W; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 14; Mobile; SM-A226B; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; ASUS Transformer Pad TF300TL; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; TECNO P702AS; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI D2-6070; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 15; Mobile; SM-A500YZ; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 9; Mobile; ZTE Q508U; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-T825C; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; SM-A135M; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; SM-N960F; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI RIO-CL00; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 9; Mobile; ZTE-V9VITA; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI HN3-U01; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 12; Mobile; ZTE G720T; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 10; Mobile; SM-T817P; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; vivo V3; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 6; Mobile; itel A14; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 5; Mobile; SM-G710K; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; SM-T817T; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 14; Mobile; ASUS_X00ID; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; SM-W2021; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 8; Mobile; ASUS_X00QSA; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; itel A23; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; SM-T365; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 14; Mobile; ASUS_Z010DA; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; SM-N9150; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI NMO-L21; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; vivo X9s Plus; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; SM-A336B; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 4; Mobile; GT-P5210; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; TECNO LB6; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; SM-T365Y; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 14; Mobile; SM-A300X; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; RMX3503; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI MLA-AL10; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; CPH2249; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 12; Mobile; ZTE S118; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; vivo 2010; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; GT-N7108; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; vivo X21UD A; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-T720; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI T8600; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-R925U; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; GT-S5302B; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; ASUS_X00HD; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 7; Mobile; GT-S5300; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 10; Mobile; SM-S911C; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; SM-T705; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; SM-A910F; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI CAN-L11; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 10; Mobile; SM-T730; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 13; Mobile; GT-I9260; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; RMX3063; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 13; Mobile; SM-T677; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; itel W5504; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 15; Mobile; SM-T385L; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 7; Mobile; SM-A510X; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 6; Mobile; TECNO SA2S; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 5; Mobile; GT-B5330B; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 13; Mobile; SM-C7010; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 6; Mobile; SM-G7105; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI MLA-L11; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; itel A41; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 13; Mobile; SM-A032M; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 10; Mobile; ZTE A2018; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 15; Mobile; SM-A205S; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; ZTE Blade A462; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 8; Mobile; GT-S6810P; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; GT-S7562i; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; ZTE Blade S6 Plus; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 10; Mobile; RMX3061; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; CPH1903; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; GT-I8200N; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; TECNO KE5j; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 5; Mobile; ZTE Blade V10 Vita; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; TECNO LG6n; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; ZTE BLADE A506; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; SM-A202K; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI Y360-U61; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 9; Mobile; ZTE V9800; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 9; Mobile; GT-I9150; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI Y560-L03; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; RMX3197; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; SM-G9810; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 8; Mobile; GT-I8730T; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; SM-G9008W; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 6; Mobile; SM-A127F; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; SM-G900I; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; ZTE Blade Q; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 13; Mobile; ZTE BA601; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; RMX1943; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 8; Mobile; TECNO ID5a; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 8; Mobile; M2003J15SS; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; itel P661W; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; itel W5004D; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; ZTE-U V859; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 6; Mobile; TECNO KC3; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; SM-N9005; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; SM-N750K; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 12; Mobile; SM-A605G; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-A300YZ; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; TECNO KF6; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; SM-X906C; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; ZTE BA602; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; SM-G930L; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; itel A15; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; SAMSUNG-SM-J321AZ; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; SAMSUNG-SM-P907A; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; RMX2063; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; SM-A8000; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 15; Mobile; GT-S5369; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 5; Mobile; GT-N5100; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 15; Mobile; ZTE KIS II; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; SM-J727U; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; ASUS_Z00YD; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; GT-S5302; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; SM-A125W; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; itel W4003; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 11; Mobile; UZTE V790; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; SM-A022F; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 4; Mobile; SM-A025A; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI TAG-L23; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; RMX2117; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; ZTE BLADE A5 PRO; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 15; Mobile; SM-T560NU; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI MT7-L09; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI C8817L; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; SM-N7500Q; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; SM-T817P; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 11; Mobile; SM-G5309W; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; SM-T705; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; SM-S9160; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; SM-N9109W; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; ZTE 9000; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 14; Mobile; SM-T320; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-X906C; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 13; Mobile; vivo Z1; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; SM-R915N; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; ZTE Q705U; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI G7-UL20; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 11; Mobile; SM-J530FM; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI G610-T11; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; ASUS_Z00LD; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 13; Mobile; SM-A217M; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 6; Mobile; GT-I9000B; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; HUAWEI TIT-CL10; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI Y511-T00; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI H892L; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; CPH1919RU; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; TECNO R8S; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; TECNO RB8S; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; ZTE G601U; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 15; Mobile; SM-G991N; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 7; Mobile; SM-T638U; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 13; Mobile; SM-P605K; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 5; Mobile; SM-A600T; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; ASUS_Z00AD; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; SAMSUNG-SM-J120AZ; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; itel S21; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; SM-T255S; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; ZTE K97; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI Y320-U30; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 14; Mobile; SM-M325F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; ASUS_X00RD; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 6; Mobile; Nokia 2.1; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-A600GN; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; SM-A920F; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI Y360-U61; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; SAMSUNG-SM-J320A; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; Nokia 8.1; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; UZTE GRAND V7; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 10; Mobile; GT-S7390G; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; ZTE T920; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; TECNO IN3; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; RMX2020; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; TECNO KG7; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 7; Mobile; SM-A042F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; ZTE GEEK II 4G; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 4; Mobile; GT-7100; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 13; Mobile; SM-J701F; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 8; Mobile; SM-G3819D; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 11; Mobile; ASUS_T00F; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 11; Mobile; vivo 1805; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; GT-I9082L; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; SM-A5260; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; SM-T636N; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; Redmi K30i 5G; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; Nokia G50; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 15; Mobile; RMX2075; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI KII-L33; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 4; Mobile; TECNO F1; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 9; Mobile; CPH2409; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; TECNO CC9; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI U8950N-1; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; ZTE Blade V1000RU; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 8; Mobile; SM-S111DL; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI LUA-L13; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; SM-G935VC; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 9; Mobile; SM-E625F; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; RMX3474; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 13; Mobile; CPH1945; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; vivo Y51A; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 9; Mobile; itel_it1550; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; itel it1506; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 5; Mobile; ZTE Blade V1000RU; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; SM-A605K; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; TECNO KF6p; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; Nokia 5.4; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI CUN-L02; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; ZTE A2020RU Pro; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 12; Mobile; SAMSUNG-SM-J320A; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 13; Mobile; ZTE V9500; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 11; Mobile; SM-G8750; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 9; Mobile; RMX2051; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 9; Mobile; ZTE Blade C370; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; SM-T378K; rv:134.0) Gecko/134.0 Firefox/45.0
